LOCATION_ID,LOCATION_ATTR_NAME,LOCATION_ATTR_VALUE
5637145510,attrib_20,22
5637145510,attrib_17,141
5637145510,attrib_16,141
5637145510,attrib_8,160
5637145510,attrib_10,176
5637145510,attrib_21,208
5637145510,attrib_19,111
5637145510,STORE_LOCATION_ATTRIB17,251
5637145510,STORE_LOCATION_ATTRIB18,251
5637145510,STORE_LOCATION_ATTRIB19,251
5637145510,STORE_LOCATION_ATTRIB20,251
5637145510,STORE_LOCATION_ATTRIB21,251
5637145514,attrib_2,120
5637145514,attrib_1,1
5637145514,attrib_11,10
5637145514,attrib_14,184
5637145514,attrib_15,190
5637145514,attrib_13,162
5637145514,attrib_12,94
5637145514,attrib_18,73
5637145514,attrib_9,63
5637145514,attrib_20,17
5637145514,attrib_17,75
5637145514,attrib_16,74
5637145514,attrib_8,74
5637145514,attrib_10,176
5637145514,attrib_21,208
5637145514,attrib_19,111
5637145514,STORE_LOCATION_ATTRIB17,251
5637145514,STORE_LOCATION_ATTRIB18,251
5637145514,STORE_LOCATION_ATTRIB19,251
5637145514,STORE_LOCATION_ATTRIB20,251
5637145514,STORE_LOCATION_ATTRIB21,251
5637145681,attrib_2,120
5637145681,attrib_1,2
5637145681,attrib_11,14
5637145681,attrib_14,184
5637145681,attrib_15,190
5637145681,attrib_13,162
5637145681,attrib_12,94
5637145681,attrib_18,106
5637145681,attrib_9,127
5637145681,attrib_20,25
5637145681,attrib_17,141
5637145681,attrib_16,141
5637145681,attrib_8,160
5637145681,attrib_10,176
5637145681,attrib_21,208
5637145681,attrib_19,111
5637145681,STORE_LOCATION_ATTRIB17,251
5637145681,STORE_LOCATION_ATTRIB18,251
5637145681,STORE_LOCATION_ATTRIB19,251
5637145681,STORE_LOCATION_ATTRIB20,251
5637145681,STORE_LOCATION_ATTRIB21,251
5637145838,attrib_2,120
5637145838,attrib_1,1
5637145838,attrib_11,16
5637145838,attrib_14,184
5637145838,attrib_15,190
5637145838,attrib_13,162
5637145838,attrib_12,94
5637145838,attrib_18,73
5637145838,attrib_9,127
5637145838,attrib_20,22
5637145838,attrib_17,141
5637145838,attrib_16,141
5637145838,attrib_8,160
5637145838,attrib_10,176
5637145838,attrib_21,208
5637145838,attrib_19,111
5637145838,STORE_LOCATION_ATTRIB17,251
5637145838,STORE_LOCATION_ATTRIB18,251
5637145838,STORE_LOCATION_ATTRIB19,251
5637145838,STORE_LOCATION_ATTRIB20,251
5637145838,STORE_LOCATION_ATTRIB21,251
5637146282,attrib_2,120
5637146282,attrib_1,1
5637146282,attrib_11,5
5637146282,attrib_14,184
5637146282,attrib_15,190
5637146282,attrib_13,162
5637146282,attrib_12,94
5637146282,attrib_18,98
5637146282,attrib_9,127
5637146282,attrib_20,22
5637146282,attrib_17,141
5637146282,attrib_16,141
5637146282,attrib_8,160
5637146282,attrib_10,176
5637146282,attrib_21,136
5637146282,attrib_19,111
5637146282,STORE_LOCATION_ATTRIB17,251
5637146282,STORE_LOCATION_ATTRIB18,251
5637146282,STORE_LOCATION_ATTRIB19,251
5637146282,STORE_LOCATION_ATTRIB20,251
5637146282,STORE_LOCATION_ATTRIB21,251
5637146285,attrib_2,120
5637146285,attrib_1,1
5637146285,attrib_11,14
5637146285,attrib_14,184
5637146285,attrib_15,190
5637146285,attrib_13,162
5637146285,attrib_12,94
5637146285,attrib_18,98
5637146285,attrib_9,127
5637146285,attrib_20,22
5637146285,attrib_17,141
5637146285,attrib_16,141
5637146285,attrib_8,160
5637146285,attrib_10,176
5637146285,attrib_21,136
5637146285,attrib_19,111
5637146285,STORE_LOCATION_ATTRIB17,251
5637146285,STORE_LOCATION_ATTRIB18,251
5637146285,STORE_LOCATION_ATTRIB19,251
5637146285,STORE_LOCATION_ATTRIB20,251
5637146285,STORE_LOCATION_ATTRIB21,251
5637146288,attrib_2,120
5637146288,attrib_1,3
5637146288,attrib_11,14
5637146288,attrib_14,184
5637146288,attrib_15,190
5637146288,attrib_13,162
5637146288,attrib_12,94
5637146288,attrib_18,98
5637146288,attrib_9,127
5637146288,attrib_20,22
5637146288,attrib_17,141
5637146288,attrib_16,141
5637146288,attrib_8,160
5637146288,attrib_10,176
5637146288,attrib_21,136
5637146288,attrib_19,111
5637146288,STORE_LOCATION_ATTRIB17,251
5637146288,STORE_LOCATION_ATTRIB18,251
5637146288,STORE_LOCATION_ATTRIB19,251
5637146288,STORE_LOCATION_ATTRIB20,251
5637146288,STORE_LOCATION_ATTRIB21,251
5637146294,attrib_2,120
5637146294,attrib_1,1
5637146294,attrib_11,6
5637146294,attrib_14,184
5637146294,attrib_15,190
5637146294,attrib_13,162
5637146294,attrib_12,94
5637146294,attrib_18,74
5637146294,attrib_9,63
5637146294,attrib_20,17
5637146294,attrib_17,75
5637146294,attrib_16,74
5637146294,attrib_8,74
5637146294,attrib_10,176
5637146294,attrib_21,208
5637146294,attrib_19,111
5637146294,STORE_LOCATION_ATTRIB17,251
5637146294,STORE_LOCATION_ATTRIB18,251
5637146294,STORE_LOCATION_ATTRIB19,251
5637146294,STORE_LOCATION_ATTRIB20,251
5637146294,STORE_LOCATION_ATTRIB21,251
5637146297,attrib_2,120
5637146297,attrib_1,2
5637146297,attrib_11,5
5637146297,attrib_14,184
5637146297,attrib_15,190
5637146297,attrib_13,162
5637146297,attrib_12,94
5637146297,attrib_18,150
5637146297,attrib_9,63
5637146297,attrib_20,17
5637146297,attrib_17,75
5637146297,attrib_16,74
5637146297,attrib_8,74
5637146297,attrib_10,176
5637146297,attrib_21,208
5637146297,attrib_19,111
5637146297,STORE_LOCATION_ATTRIB17,251
5637146297,STORE_LOCATION_ATTRIB18,251
5637146297,STORE_LOCATION_ATTRIB19,251
5637146297,STORE_LOCATION_ATTRIB20,251
5637146297,STORE_LOCATION_ATTRIB21,251
5637146300,attrib_2,120
5637146300,attrib_1,1
5637146300,attrib_11,11
5637146300,attrib_14,184
5637146300,attrib_15,190
5637146300,attrib_13,162
5637146300,attrib_12,94
5637146300,attrib_18,73
5637146300,attrib_9,63
5637146300,attrib_20,17
5637146300,attrib_17,75
5637146300,attrib_16,74
5637146300,attrib_8,74
5637146300,attrib_10,176
5637146300,attrib_21,208
5637146300,attrib_19,111
5637146300,STORE_LOCATION_ATTRIB17,251
5637146300,STORE_LOCATION_ATTRIB18,251
5637146300,STORE_LOCATION_ATTRIB19,251
5637146300,STORE_LOCATION_ATTRIB20,251
5637146300,STORE_LOCATION_ATTRIB21,251
5637146303,attrib_2,120
5637146303,attrib_1,1
5637146303,attrib_11,6
5637146303,attrib_14,184
5637146303,attrib_15,190
5637146303,attrib_13,162
5637146303,attrib_12,94
5637146303,attrib_18,98
5637146303,attrib_9,127
5637146303,attrib_20,22
5637146303,attrib_17,141
5637146303,attrib_16,141
5637146303,attrib_8,160
5637146303,attrib_10,176
5637146303,attrib_21,136
5637146303,attrib_19,111
5637146303,STORE_LOCATION_ATTRIB17,251
5637146303,STORE_LOCATION_ATTRIB18,251
5637146303,STORE_LOCATION_ATTRIB19,251
5637146303,STORE_LOCATION_ATTRIB20,251
5637146303,STORE_LOCATION_ATTRIB21,251
5637146393,attrib_2,120
5637146393,attrib_1,1
5637146393,attrib_11,5
5637146393,attrib_14,184
5637146393,attrib_15,190
5637146393,attrib_13,162
5637146393,attrib_12,94
5637146393,attrib_18,73
5637146393,attrib_9,127
5637146393,attrib_20,25
5637146393,attrib_17,141
5637146393,attrib_16,141
5637146393,attrib_8,160
5637146393,attrib_10,176
5637146393,attrib_21,208
5637146393,attrib_19,111
5637146393,STORE_LOCATION_ATTRIB17,251
5637146393,STORE_LOCATION_ATTRIB18,251
5637146393,STORE_LOCATION_ATTRIB19,251
5637146393,STORE_LOCATION_ATTRIB20,251
5637146393,STORE_LOCATION_ATTRIB21,251
5637147254,attrib_2,120
5637147254,attrib_1,1
5637147254,attrib_11,11
5637147254,attrib_14,184
5637147254,attrib_15,190
5637147254,attrib_13,162
5637147254,attrib_12,94
5637147254,attrib_18,106
5637147254,attrib_9,127
5637147254,attrib_20,22
5637147254,attrib_17,141
5637147254,attrib_16,141
5637147254,attrib_8,160
5637147254,attrib_10,176
5637147254,attrib_21,208
5637147254,attrib_19,111
5637147254,STORE_LOCATION_ATTRIB17,251
5637147254,STORE_LOCATION_ATTRIB18,251
5637147254,STORE_LOCATION_ATTRIB19,251
5637147254,STORE_LOCATION_ATTRIB20,251
5637147254,STORE_LOCATION_ATTRIB21,251
5637147471,attrib_2,120
5637147471,attrib_1,1
5637147471,attrib_11,11
5637147471,attrib_14,184
5637147471,attrib_15,190
5637147471,attrib_13,162
5637147471,attrib_12,94
5637147471,attrib_18,73
5637147471,attrib_9,127
5637147471,attrib_20,22
5637147471,attrib_17,141
5637147471,attrib_16,141
5637147471,attrib_8,160
5637147471,attrib_10,176
5637147471,attrib_21,208
5637147471,attrib_19,111
5637147471,STORE_LOCATION_ATTRIB17,251
5637147471,STORE_LOCATION_ATTRIB18,251
5637147471,STORE_LOCATION_ATTRIB19,251
5637147471,STORE_LOCATION_ATTRIB20,251
5637147471,STORE_LOCATION_ATTRIB21,251
5637147475,attrib_2,120
5637147475,attrib_1,1
5637147475,attrib_11,11
5637147475,attrib_14,184
5637147475,attrib_15,190
5637147475,attrib_13,162
5637147475,attrib_12,94
5637147475,attrib_18,98
5637147475,attrib_9,127
5637147475,attrib_20,22
5637147475,attrib_17,141
5637147475,attrib_16,141
5637147475,attrib_8,160
5637147475,attrib_10,176
5637147475,attrib_21,208
5637147475,attrib_19,111
5637147475,STORE_LOCATION_ATTRIB17,251
5637147475,STORE_LOCATION_ATTRIB18,251
5637147475,STORE_LOCATION_ATTRIB19,251
5637147475,STORE_LOCATION_ATTRIB20,251
5637147475,STORE_LOCATION_ATTRIB21,251
5637147582,attrib_2,120
5637147582,attrib_1,1
5637147582,attrib_11,6
5637147582,attrib_14,184
5637147582,attrib_15,190
5637147582,attrib_13,162
5637147582,attrib_12,94
5637147582,attrib_18,73
5637147582,attrib_9,127
5637147582,attrib_20,25
5637147582,attrib_17,141
5637147582,attrib_16,141
5637147582,attrib_8,160
5637147582,attrib_10,176
5637147582,attrib_21,208
5637147582,attrib_19,111
5637147582,STORE_LOCATION_ATTRIB17,251
5637147582,STORE_LOCATION_ATTRIB18,251
5637147582,STORE_LOCATION_ATTRIB19,251
5637147582,STORE_LOCATION_ATTRIB20,251
5637147582,STORE_LOCATION_ATTRIB21,251
5637148054,attrib_2,120
5637148054,attrib_1,1
5637148054,attrib_11,14
5637148054,attrib_14,184
5637148054,attrib_15,190
5637148054,attrib_13,162
5637148054,attrib_12,94
5637148054,attrib_18,73
5637148054,attrib_9,127
5637148054,attrib_20,22
5637148054,attrib_17,141
5637148054,attrib_16,141
5637148054,attrib_8,160
5637148054,attrib_10,176
5637148054,attrib_21,208
5637148054,attrib_19,111
5637148054,STORE_LOCATION_ATTRIB17,251
5637148054,STORE_LOCATION_ATTRIB18,251
5637148054,STORE_LOCATION_ATTRIB19,251
5637148054,STORE_LOCATION_ATTRIB20,251
5637148054,STORE_LOCATION_ATTRIB21,251
5637148190,attrib_2,120
5637148190,attrib_1,1
5637148190,attrib_11,11
5637148190,attrib_14,184
5637148190,attrib_15,190
5637148190,attrib_13,162
5637148190,attrib_12,94
5637148190,attrib_18,98
5637148190,attrib_9,127
5637148190,attrib_20,22
5637148190,attrib_17,141
5637148190,attrib_16,141
5637148190,attrib_8,160
5637148190,attrib_10,176
5637148190,attrib_21,208
5637148190,attrib_19,111
5637148190,STORE_LOCATION_ATTRIB17,251
5637148190,STORE_LOCATION_ATTRIB18,251
5637148190,STORE_LOCATION_ATTRIB19,251
5637148190,STORE_LOCATION_ATTRIB20,251
5637148190,STORE_LOCATION_ATTRIB21,251
5637148204,attrib_2,120
5637148204,attrib_1,2
5637148204,attrib_11,14
5637148204,attrib_14,184
5637148204,attrib_15,190
5637148204,attrib_13,162
5637148204,attrib_12,94
5637148204,attrib_18,73
5637148204,attrib_9,127
5637148204,attrib_20,25
5637148204,attrib_17,141
5637148204,attrib_16,141
5637148204,attrib_8,160
5637148204,attrib_10,176
5637148204,attrib_21,208
5637148204,attrib_19,111
5637148204,STORE_LOCATION_ATTRIB17,251
5637148204,STORE_LOCATION_ATTRIB18,251
5637148204,STORE_LOCATION_ATTRIB19,251
5637148204,STORE_LOCATION_ATTRIB20,251
5637148204,STORE_LOCATION_ATTRIB21,251
5637148806,attrib_2,120
5637148806,attrib_1,2
5637148806,attrib_11,27
5637148806,attrib_14,184
5637148806,attrib_15,190
5637148806,attrib_13,162
5637148806,attrib_12,94
5637148806,attrib_18,68
5637148806,attrib_9,63
5637148806,attrib_20,17
5637148806,attrib_17,75
5637148806,attrib_16,74
5637148806,attrib_8,74
5637148806,attrib_10,176
5637148806,attrib_21,208
5637148806,attrib_19,111
5637148806,STORE_LOCATION_ATTRIB17,251
5637148806,STORE_LOCATION_ATTRIB18,251
5637148806,STORE_LOCATION_ATTRIB19,251
5637148806,STORE_LOCATION_ATTRIB20,251
5637148806,STORE_LOCATION_ATTRIB21,251
5637149010,attrib_2,120
5637149010,attrib_1,1
5637149010,attrib_11,27
5637149010,attrib_14,184
5637149010,attrib_15,190
5637149010,attrib_13,162
5637149010,attrib_12,94
5637149010,attrib_18,150
5637149010,attrib_9,63
5637149010,attrib_20,17
5637149010,attrib_17,75
5637149010,attrib_16,74
5637149010,attrib_8,74
5637149010,attrib_10,176
5637149010,attrib_21,208
5637149010,attrib_19,111
5637149010,STORE_LOCATION_ATTRIB17,251
5637149010,STORE_LOCATION_ATTRIB18,251
5637149010,STORE_LOCATION_ATTRIB19,251
5637149010,STORE_LOCATION_ATTRIB20,251
5637149010,STORE_LOCATION_ATTRIB21,251
5637149014,attrib_2,120
5637149014,attrib_1,2
5637149014,attrib_11,27
5637149014,attrib_14,184
5637149014,attrib_15,190
5637149014,attrib_13,162
5637149014,attrib_12,94
5637149014,attrib_18,106
5637149014,attrib_9,127
5637149014,attrib_20,22
5637149014,attrib_17,141
5637149014,attrib_16,141
5637149014,attrib_8,160
5637149014,attrib_10,176
5637149014,attrib_21,210
5637149014,attrib_19,111
5637149014,STORE_LOCATION_ATTRIB17,251
5637149014,STORE_LOCATION_ATTRIB18,251
5637149014,STORE_LOCATION_ATTRIB19,251
5637149014,STORE_LOCATION_ATTRIB20,251
5637149014,STORE_LOCATION_ATTRIB21,251
5637149018,attrib_2,120
5637149018,attrib_1,2
5637149018,attrib_11,5
5637149018,attrib_14,184
5637149018,attrib_15,190
5637149018,attrib_13,162
5637149018,attrib_12,94
5637149018,attrib_18,73
5637149018,attrib_9,127
5637149018,attrib_20,22
5637149018,attrib_17,141
5637149018,attrib_16,141
5637149018,attrib_8,160
5637149018,attrib_10,176
5637149018,attrib_21,210
5637149018,attrib_19,111
5637149018,STORE_LOCATION_ATTRIB17,251
5637149018,STORE_LOCATION_ATTRIB18,251
5637149018,STORE_LOCATION_ATTRIB19,251
5637149018,STORE_LOCATION_ATTRIB20,251
5637149018,STORE_LOCATION_ATTRIB21,251
5637149038,attrib_2,120
5637149038,attrib_1,1
5637149038,attrib_11,24
5637149038,attrib_14,184
5637149038,attrib_15,190
5637149038,attrib_13,162
5637149038,attrib_12,94
5637149038,attrib_18,150
5637149038,attrib_9,63
5637149038,attrib_20,17
5637149038,attrib_17,129
5637149038,attrib_16,129
5637149038,attrib_8,182
5637149038,attrib_10,176
5637149038,attrib_21,251
5637149038,attrib_19,111
5637149038,STORE_LOCATION_ATTRIB17,251
5637149038,STORE_LOCATION_ATTRIB18,251
5637149038,STORE_LOCATION_ATTRIB19,251
5637149038,STORE_LOCATION_ATTRIB20,251
5637149038,STORE_LOCATION_ATTRIB21,251
5637149102,attrib_2,120
5637149102,attrib_1,1
5637149102,attrib_11,14
5637149102,attrib_14,184
5637149102,attrib_15,190
5637149102,attrib_13,162
5637149102,attrib_12,94
5637149102,attrib_18,106
5637149102,attrib_9,127
5637149102,attrib_20,22
5637149102,attrib_17,141
5637149102,attrib_16,141
5637149102,attrib_8,160
5637149102,attrib_10,176
5637149102,attrib_21,208
5637149102,attrib_19,111
5637149102,STORE_LOCATION_ATTRIB17,251
5637149102,STORE_LOCATION_ATTRIB18,251
5637149102,STORE_LOCATION_ATTRIB19,251
5637149102,STORE_LOCATION_ATTRIB20,251
5637149102,STORE_LOCATION_ATTRIB21,251
5637149122,attrib_2,120
5637149122,attrib_1,1
5637149122,attrib_11,28
5637149122,attrib_14,184
5637149122,attrib_15,190
5637149122,attrib_13,162
5637149122,attrib_12,94
5637149122,attrib_18,73
5637149122,attrib_9,127
5637149122,attrib_20,22
5637149122,attrib_17,141
5637149122,attrib_16,141
5637149122,attrib_8,160
5637149122,attrib_10,176
5637149122,attrib_21,210
5637149122,attrib_19,111
5637149122,STORE_LOCATION_ATTRIB17,251
5637149122,STORE_LOCATION_ATTRIB18,251
5637149122,STORE_LOCATION_ATTRIB19,251
5637149122,STORE_LOCATION_ATTRIB20,251
5637149122,STORE_LOCATION_ATTRIB21,251
5637149138,attrib_2,120
5637149138,attrib_1,2
5637149138,attrib_11,5
5637149138,attrib_14,184
5637149138,attrib_15,190
5637149138,attrib_13,162
5637149138,attrib_12,94
5637149138,attrib_18,73
5637149138,attrib_9,127
5637149138,attrib_20,22
5637149138,attrib_17,141
5637149138,attrib_16,141
5637149138,attrib_8,160
5637149138,attrib_10,176
5637149138,attrib_21,208
5637149138,attrib_19,111
5637149138,STORE_LOCATION_ATTRIB17,251
5637149138,STORE_LOCATION_ATTRIB18,251
5637149138,STORE_LOCATION_ATTRIB19,251
5637149138,STORE_LOCATION_ATTRIB20,251
5637149138,STORE_LOCATION_ATTRIB21,251
5637149154,attrib_2,120
5637149154,attrib_1,1
5637149154,attrib_11,5
5637149154,attrib_14,184
5637149154,attrib_15,190
5637149154,attrib_13,162
5637149154,attrib_12,94
5637149154,attrib_18,73
5637149154,attrib_9,127
5637149154,attrib_20,22
5637149154,attrib_17,141
5637149154,attrib_16,141
5637149154,attrib_8,160
5637149154,attrib_10,176
5637149154,attrib_21,208
5637149154,attrib_19,111
5637149154,STORE_LOCATION_ATTRIB17,251
5637149154,STORE_LOCATION_ATTRIB18,251
5637149154,STORE_LOCATION_ATTRIB19,251
5637149154,STORE_LOCATION_ATTRIB20,251
5637149154,STORE_LOCATION_ATTRIB21,251
5637149238,attrib_2,120
5637149238,attrib_1,2
5637149238,attrib_11,11
5637149238,attrib_14,184
5637149238,attrib_15,190
5637149238,attrib_13,162
5637149238,attrib_12,94
5637149238,attrib_18,106
5637149238,attrib_9,127
5637149238,attrib_20,22
5637149238,attrib_17,141
5637149238,attrib_16,141
5637149238,attrib_8,160
5637149238,attrib_10,176
5637149238,attrib_21,208
5637149238,attrib_19,111
5637149238,STORE_LOCATION_ATTRIB17,251
5637149238,STORE_LOCATION_ATTRIB18,251
5637149238,STORE_LOCATION_ATTRIB19,251
5637149238,STORE_LOCATION_ATTRIB20,251
5637149238,STORE_LOCATION_ATTRIB21,251
5637149282,attrib_2,120
5637149282,attrib_1,1
5637149282,attrib_11,5
5637149282,attrib_14,184
5637149282,attrib_15,190
5637149282,attrib_13,162
5637149282,attrib_12,94
5637149282,attrib_18,98
5637149282,attrib_9,127
5637149282,attrib_20,22
5637149282,attrib_17,141
5637149282,attrib_16,141
5637149282,attrib_8,160
5637149282,attrib_10,176
5637149282,attrib_21,208
5637149282,attrib_19,111
5637149282,STORE_LOCATION_ATTRIB17,251
5637149282,STORE_LOCATION_ATTRIB18,251
5637149282,STORE_LOCATION_ATTRIB19,251
5637149282,STORE_LOCATION_ATTRIB20,251
5637149282,STORE_LOCATION_ATTRIB21,251
5637149414,attrib_2,120
5637149414,attrib_1,1
5637149414,attrib_11,5
5637149414,attrib_14,184
5637149414,attrib_15,190
5637149414,attrib_13,162
5637149414,attrib_12,94
5637149414,attrib_18,98
5637149414,attrib_9,127
5637149414,attrib_20,25
5637149414,attrib_17,141
5637149414,attrib_16,141
5637149414,attrib_8,160
5637149414,attrib_10,176
5637149414,attrib_21,136
5637149414,attrib_19,111
5637149414,STORE_LOCATION_ATTRIB17,251
5637149414,STORE_LOCATION_ATTRIB18,251
5637149414,STORE_LOCATION_ATTRIB19,251
5637149414,STORE_LOCATION_ATTRIB20,251
5637149414,STORE_LOCATION_ATTRIB21,251
5637149442,attrib_2,120
5637149442,attrib_1,1
5637149442,attrib_11,11
5637149442,attrib_14,184
5637149442,attrib_15,190
5637149442,attrib_13,162
5637149442,attrib_12,94
5637149442,attrib_18,73
5637149442,attrib_9,127
5637149442,attrib_20,22
5637149442,attrib_17,141
5637149442,attrib_16,141
5637149442,attrib_8,160
5637149442,attrib_10,176
5637149442,attrib_21,208
5637149442,attrib_19,111
5637149442,STORE_LOCATION_ATTRIB17,251
5637149442,STORE_LOCATION_ATTRIB18,251
5637149442,STORE_LOCATION_ATTRIB19,251
5637149442,STORE_LOCATION_ATTRIB20,251
5637149442,STORE_LOCATION_ATTRIB21,251
5637149542,attrib_2,120
5637149542,attrib_1,1
5637149542,attrib_11,14
5637149542,attrib_14,184
5637149542,attrib_15,190
5637149542,attrib_13,162
5637149542,attrib_12,94
5637149542,attrib_18,106
5637149542,attrib_9,127
5637149542,attrib_20,22
5637149542,attrib_17,141
5637149542,attrib_16,141
5637149542,attrib_8,160
5637149542,attrib_10,176
5637149542,attrib_21,208
5637149542,attrib_19,111
5637149542,STORE_LOCATION_ATTRIB17,251
5637149542,STORE_LOCATION_ATTRIB18,251
5637149542,STORE_LOCATION_ATTRIB19,251
5637149542,STORE_LOCATION_ATTRIB20,251
5637149542,STORE_LOCATION_ATTRIB21,251
5637149835,attrib_2,120
5637149835,attrib_1,1
5637149835,attrib_11,4
5637149835,attrib_14,184
5637149835,attrib_15,190
5637149835,attrib_13,162
5637149835,attrib_12,94
5637149835,attrib_18,106
5637149835,attrib_9,127
5637149835,attrib_20,22
5637149835,attrib_17,141
5637149835,attrib_16,141
5637149835,attrib_8,160
5637149835,attrib_10,176
5637149835,attrib_21,208
5637149835,attrib_19,111
5637149835,STORE_LOCATION_ATTRIB17,251
5637149835,STORE_LOCATION_ATTRIB18,251
5637149835,STORE_LOCATION_ATTRIB19,251
5637149835,STORE_LOCATION_ATTRIB20,251
5637149835,STORE_LOCATION_ATTRIB21,251
5637149921,attrib_2,120
5637149921,attrib_1,1
5637149921,attrib_11,11
5637149921,attrib_14,184
5637149921,attrib_15,190
5637149921,attrib_13,162
5637149921,attrib_12,94
5637149921,attrib_18,73
5637149921,attrib_9,127
5637149921,attrib_20,22
5637149921,attrib_17,141
5637149921,attrib_16,141
5637149921,attrib_8,160
5637149921,attrib_10,176
5637149921,attrib_21,208
5637149921,attrib_19,111
5637149921,STORE_LOCATION_ATTRIB17,251
5637149921,STORE_LOCATION_ATTRIB18,251
5637149921,STORE_LOCATION_ATTRIB19,251
5637149921,STORE_LOCATION_ATTRIB20,251
5637149921,STORE_LOCATION_ATTRIB21,251
5637150141,attrib_2,120
5637150141,attrib_1,2
5637150141,attrib_11,6
5637150141,attrib_14,184
5637150141,attrib_15,190
5637150141,attrib_13,162
5637150141,attrib_12,94
5637150141,attrib_18,98
5637150141,attrib_9,127
5637150141,attrib_20,22
5637150141,attrib_17,141
5637150141,attrib_16,141
5637150141,attrib_8,160
5637150141,attrib_10,176
5637150141,attrib_21,208
5637150141,attrib_19,111
5637150141,STORE_LOCATION_ATTRIB17,251
5637150141,STORE_LOCATION_ATTRIB18,251
5637150141,STORE_LOCATION_ATTRIB19,251
5637150141,STORE_LOCATION_ATTRIB20,251
5637150141,STORE_LOCATION_ATTRIB21,251
5637151351,attrib_2,120
5637151351,attrib_1,1
5637151351,attrib_11,13
5637151351,attrib_14,184
5637151351,attrib_15,190
5637151351,attrib_13,162
5637151351,attrib_12,94
5637151351,attrib_18,73
5637151351,attrib_9,127
5637151351,attrib_20,22
5637151351,attrib_17,141
5637151351,attrib_16,141
5637151351,attrib_8,160
5637151351,attrib_10,176
5637151351,attrib_21,208
5637151351,attrib_19,111
5637151351,STORE_LOCATION_ATTRIB17,251
5637151351,STORE_LOCATION_ATTRIB18,251
