PRODUCT_ID,LOCATION_ID,CUSTOMER_ID,DISTR_CHANNEL_ID,start_dt,end_dt,status,MODIFIED_DTTM,delete_flg
8000145055,5637151675,,,06SEP2019,31DEC2154,active,28MAY2021:14:34:36,0
8000145055,5637151774,,,28NOV2013,05JAN2020,out of sale,28MAY2021:14:34:36,0
8000145055,5637151774,,,29FEB2020,31DEC2154,active,28MAY2021:14:34:36,0
8000145055,7000006770,,,24NOV2015,31DEC2154,active,28MAY2021:14:34:36,0
8000145055,7000010505,,,23AUG2019,31DEC2154,active,28MAY2021:14:34:36,0
8000145055,9000026250,,,23AUG2019,31DEC2154,active,28MAY2021:14:34:36,0
8000145055,9000026255,,,21AUG2018,31DEC2154,active,28MAY2021:14:34:36,0
8000145055,9000034500,,,10FEB2016,02APR2018,out of sale,28MAY2021:14:34:36,0
8000145055,9000034500,,,07APR2018,31DEC2154,active,28MAY2021:14:34:36,0
8000145055,9000050250,,,04JUN2020,,active,28MAY2021:14:34:36,0
8000145055,9000051000,,,23AUG2019,31DEC2154,active,28MAY2021:14:34:36,0
8000145055,9000066000,,,29MAR2019,31DEC2154,active,28MAY2021:14:34:36,0
8000145055,9000099755,,,23AUG2019,31DEC2154,active,28MAY2021:14:34:36,0
8000145055,9000102750,,,04JUN2020,,active,28MAY2021:14:34:36,0
8000145055,9000102755,,,04JUN2020,,active,28MAY2021:14:34:36,0
8000145055,9000102760,,,04JUN2020,,active,28MAY2021:14:34:36,0
8000145055,9000103500,,,21AUG2018,31DEC2154,active,28MAY2021:14:34:36,0
8000145055,9000124504,,,04JUN2020,,active,28MAY2021:14:34:36,0
8000145055,9000132750,,,04JUN2020,,active,28MAY2021:14:34:36,0
8000145055,9000132755,,,23AUG2019,31DEC2154,active,28MAY2021:14:34:36,0
8000145055,9000135750,,,04JUN2020,,active,28MAY2021:14:34:36,0
8000145055,9000136500,,,04JUN2020,,active,28MAY2021:14:34:36,0
