PRODUCT_ID,LOCATION_ID,PERIOD_DT,STOCK_QTY,MODIFIED_DTTM,DELETE_FLG
9000400501,9000066000,04MAR2020,173,28MAY2021:14:34:35,0
9000400501,5637145838,04MAR2020,909,28MAY2021:14:34:35,0
9000400501,9000026255,04MAR2020,980,28MAY2021:14:34:35,0
9000400501,9000132755,05MAR2020,413,28MAY2021:14:34:35,0
9000400501,5637146282,08MAR2020,901,28MAY2021:14:34:35,0
9000400501,5637149238,08MAR2020,450,28MAY2021:14:34:35,0
9000400501,7000006770,03MAR2020,976,28MAY2021:14:34:35,0
9000400501,5637147475,03MAR2020,980,28MAY2021:14:34:35,0
9000400501,5637149414,03MAR2020,1947,28MAY2021:14:34:35,0
9000400501,5637145838,03MAR2020,911,28MAY2021:14:34:35,0
9000400501,9000124504,03MAR2020,967,28MAY2021:14:34:35,0
9000400501,9000066000,03MAR2020,232,28MAY2021:14:34:35,0
9000400501,5637144625,14MAR2020,958,28MAY2021:14:34:35,0
9000400501,7000006770,14MAR2020,1002,28MAY2021:14:34:35,0
9000400501,5637147582,14MAR2020,985,28MAY2021:14:34:35,0
9000400501,7000010505,14MAR2020,981,28MAY2021:14:34:35,0
9000400501,5637150141,14MAR2020,990,28MAY2021:14:34:35,0
9000400501,5637149154,14MAR2020,994,28MAY2021:14:34:35,0
9000400501,5637148054,02MAR2020,1025,28MAY2021:14:34:35,0
9000400501,7000006770,27MAR2020,997,28MAY2021:14:34:35,0
9000400501,9000124504,10MAR2020,963,28MAY2021:14:34:35,0
9000400501,5637148204,13MAR2020,491,28MAY2021:14:34:35,0
9000400501,9000102760,15MAR2020,977,28MAY2021:14:34:35,0
9000400501,5637149542,22MAR2020,510,28MAY2021:14:34:35,0
9000400501,5637149542,15MAR2020,370,28MAY2021:14:34:35,0
9000400501,5637150141,12MAR2020,893,28MAY2021:14:34:35,0
9000400501,9000132755,01MAR2020,522,28MAY2021:14:34:35,0
9000400501,7000010505,18MAR2020,965,28MAY2021:14:34:35,0
9000400501,5637147471,13MAR2020,477,28MAY2021:14:34:35,0
9000400501,5637151675,02MAR2020,1123,28MAY2021:14:34:35,0
9000400501,9000102760,16MAR2020,976,28MAY2021:14:34:35,0
9000400501,5637144813,12MAR2020,979,28MAY2021:14:34:35,0
9000400501,5637147475,18MAR2020,946,28MAY2021:14:34:35,0
9000400501,9000050250,12MAR2020,1119,28MAY2021:14:34:35,0
9000400501,5637151351,02MAR2020,894,28MAY2021:14:34:35,0
9000400501,9000026255,11MAR2020,993,28MAY2021:14:34:35,0
9000400501,9000136500,19MAR2020,496,28MAY2021:14:34:35,0
9000400501,5637149018,10MAR2020,945,28MAY2021:14:34:35,0
9000400501,5637149018,02MAR2020,984,28MAY2021:14:34:35,0
